,Released_Year,Runtime,IMDB_Rating,No_of_Votes,description,director_idx,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
826,1991,116,7.7,113240,Barton Fink - A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,231,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
158,2004,119,8.2,333915,"Hauru no ugoku shiro - When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",179,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
524,1990,105,7.9,447368,"Edward Scissorhands - An artificial man, who was incompletely constructed and has scissors for hands, leads a solitary life. Then one day, a suburban lady meets him and introduces him to her world.",495,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
317,1928,110,8.1,47676,"La passion de Jeanne d'Arc - In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions.",69,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
168,1989,127,8.2,692366,"Indiana Jones and the Last Crusade - In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Professor Henry ""Indiana"" Jones, Jr. finds himself up against Adolf Hitler's Nazis again to stop them from obtaining its powers.",470,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,2000,113,7.8,198089,Remember the Titans - The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.,51,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
382,2001,113,8.0,740086,"Donnie Darko - After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes.",406,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
274,1982,188,8.1,57784,"Fanny och Alexander - Two young Swedish children experience the many comedies and tragedies of their family, the Ekdahls.",190,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1994,154,8.9,1826188,"Pulp Fiction - The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",391,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1957,96,9.0,689845,12 Angry Men - A jury holdout attempts to prevent a miscarriage of justice by forcing his colleagues to reconsider the evidence.,456,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,1974,106,8.0,143359,"Young Frankenstein - An American grandson of the infamous scientist, struggling to prove that his grandfather was not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body.",324,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,2014,149,8.1,859695,"Gone Girl - With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
999,1935,86,7.6,51853,"The 39 Steps - A man in London tries to help a counter-espionage Agent. But when the Agent is killed, and the man stands accused, he must go on the run to save himself and stop a spy ring which is trying to steal top secret information.",22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1972,175,9.2,1620367,The Godfather - An organized crime dynasty's aging patriarch transfers control of his clandestine empire to his reluctant son.,137,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,2006,117,7.9,107290,"The Fall - In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances.",478,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
567,1932,64,7.9,42117,"Freaks - A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.",497,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
939,2002,129,7.6,62659,"Boksuneun naui geot - A recently laid off factory worker kidnaps his former boss' friend's daughter, hoping to use the ransom money to pay for his sister's kidney transplant.",73,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64,2009,170,8.4,344445,"3 Idiots - Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",394,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,1930,152,8.0,57318,"All Quiet on the Western Front - A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror.",292,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
311,1940,99,8.1,28450,"The Shop Around the Corner - Two employees at a gift shop can barely stand each other, without realizing that they are falling in love through the post as each other's anonymous pen pal.",126,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
732,2015,105,7.7,123210,"Me and Earl and the Dying Girl - High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.",21,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1997,89,8.3,65341,"Bacheha-Ye aseman - After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair.",299,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
962,1995,136,7.6,102598,"Sense and Sensibility - Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites.",33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
788,2001,132,7.7,142863,I Am Sam - A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.,225,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,1985,82,7.7,47102,"The Purple Rose of Cairo - In New Jersey in 1935, a movie character walks off the screen and into the real world.",532,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
338,2014,114,8.0,685201,"The Imitation Game - During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians.",343,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
741,2015,108,7.7,56720,"Le Petit Prince - A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince.",307,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,1999,86,8.0,172083,The Iron Giant - A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,58,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1992,99,8.3,918562,"Reservoir Dogs - When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",391,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
196,2016,136,8.1,39216,"Pink - When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names.",34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
334,2019,154,8.0,31886,Gully Boy - A coming-of-age story based on the lives of street rappers in Mumbai.,545,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
830,1987,107,7.7,40396,"Withnail & I - In 1969, two substance-abusing, unemployed actors retreat to the countryside for a holiday that proves disastrous.",63,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,2017,167,8.2,75348,"Baahubali 2: The Conclusion - When Shiva, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.",437,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,2013,126,8.0,540772,"Her - In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.",458,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
492,2007,113,7.9,56625,"4 luni, 3 saptamâni si 2 zile - A woman assists her friend in arranging an illegal abortion in 1980s Romania.",86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,1942,99,8.2,29915,"To Be or Not to Be - During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",126,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
142,2012,135,8.2,33237,"Paan Singh Tomar - The story of Paan Singh Tomar, an Indian athlete and seven-time national steeplechase champion who becomes one of the most feared dacoits in Chambal Valley after his retirement.",494,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,1984,107,8.0,799795,"The Terminator - A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation.",202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
298,1960,128,8.1,27254,"Inherit the Wind - Based on a real-life case in 1925, two great lawyers argue the case for and against a science teacher accused of the crime of teaching evolution.",462,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
654,1997,106,7.8,280845,Gattaca - A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
301,1958,139,8.1,34797,"Kakushi-toride no san-akunin - Lured by gold, two greedy peasants unknowingly escort a princess and her general across enemy lines.",9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,2020,101,7.9,111478,"Dil Bechara - The emotional journey of two hopelessly in love youngsters, a young girl, Kizie, suffering from cancer, and a boy, Manny, whom she meets at a support group.",345,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
551,1959,90,7.9,28421,Hiroshima mon amour - A French actress filming an anti-war film in Hiroshima has an affair with a married Japanese architect as they share their differing perspectives on war.,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
128,2019,143,8.2,33893,"Chhichhore - A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers.",359,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,2000,156,8.2,57057,"Hera Pheri - Three unemployed men look for answers to all their money problems - but when their opportunity arrives, will they know what to do with it?",390,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,2007,115,8.0,98097,"Tropa de Elite - In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits.",263,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,2012,101,7.7,380195,"Wreck-It Ralph - A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.",401,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,1948,100,7.8,36995,"Key Largo - A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other.",241,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,2013,126,7.8,73690,"Kaze tachinu - A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.",179,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1985,142,8.3,59056,"Idi i smotri - After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.",121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
865,1960,128,7.7,87719,The Magnificent Seven - Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.,248,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
672,1989,103,7.8,124193,"Majo no takkyûbin - A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",179,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933,2008,124,7.6,83158,"Synecdoche, New York - A theatre director struggles with his work, and the women in his life, as he creates a life-size replica of New York City inside a warehouse as part of his new play.",77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,2004,121,8.1,334320,"Hotel Rwanda - Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.",486,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
614,2010,116,7.8,340584,"The Fighter - Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.",106,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
85,2018,104,8.3,27793,Tumbbad - A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.,392,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
365,2007,112,8.0,103284,Le scaphandre et le papillon - The true story of Elle editor Jean-Dominique Bauby who suffers a stroke and has to live with an almost totally paralyzed body; only his left eye isn't paralyzed.,266,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,1967,100,7.7,40274,Belle de jour - A frigid young housewife decides to spend her midweek afternoons as a prostitute.,296,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
650,1999,108,7.8,82855,"October Sky - The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes.",229,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
942,2004,113,7.6,451479,"The Butterfly Effect - Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.",124,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
625,2006,139,7.8,291018,"Apocalypto - As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.",325,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1980,124,8.7,1159315,"Star Wars: Episode V - The Empire Strikes Back - After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued by Darth Vader and a bounty hunter named Boba Fett all over the galaxy.",191,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
810,1996,105,7.7,51350,"Shine - Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",444,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
46,1988,89,8.5,235231,Hotaru no haka - A young boy and his little sister struggle to survive in Japan during World War II.,192,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
604,2013,134,7.8,421244,"Captain Phillips - The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",372,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,2016,124,7.8,51240,"Forushande - While both participating in a production of ""Death of a Salesman,"" a teacher's wife is assaulted in her new home, which leaves him determined to find the perpetrator over his wife's traumatized objections.",42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,2012,103,8.0,462252,The Perks of Being a Wallflower - An introvert freshman is taken under the wings of two seniors who welcome him to the real world,464,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
129,2018,138,8.2,43444,"Uri: The Surgical Strike - Indian army special forces execute a covert operation, avenging the killing of fellow army men at their base by a terrorist group.",8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
269,1984,145,8.1,91188,"Paris, Texas - Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.",528,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,1957,96,8.0,28137,Sweet Smell of Success - Powerful but unethical Broadway columnist J.J. Hunsecker coerces unscrupulous press agent Sidney Falco into breaking up his sister's romance with a jazz musician.,18,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
819,1992,85,7.7,50298,The Muppet Christmas Carol - The Muppet characters tell their version of the classic tale of an old and bitter miser's redemption on Christmas Eve.,62,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
